Massetognathus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,?,0,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,2,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,2,0,?,?,?,?,0,4,0,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,3,3,3,0,0,?,?,?,?,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0,?,0,?,0,0,0,0,0,0,1,0,0,?,0,?,?,?,0,?,0,?,0,0,0,0,0,?,0,?,?,?,0,?,?,0,0,0,0,0,0,0,0,?,?,0,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,0,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,1,0,0,0,?,0,?,?,0,0,0,0,0,?,?,?,0,?,?,0,?,?,?,0,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,0,0,?,0,0,?,?,?,?,?,?,?,?,1,0,0,0,?,?,0,0,0,?,?,0,0,?,0,?,0,0,?,0,0,0,?,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,?,?,?,0,?,?,?,?,0,?,0,0,0,0,?,0,0,?,?,0,?,0,?
Thrinaxodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,?,0,?,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,0,0,0,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0,?,0,?,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,0,0,0,?,0,0,?,?,?,?,?,?,?,?,0,0,0,0,?,?,0,0,0,?,?,0,0,?,0,?,0,0,?,0,0,0,?,0,0,0,0,0,1,0,?,1,0,0,0,0,0,0,?,?,?,0,?,?,?,?,0,?,0,0,0,0,?,0,0,?,?,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,0,3,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,?,?,0,1,1,2,0,?,?,?,0,0,1,0,0,0,0,0,0,0,0,?,0,0,0,0,?
Probainognathus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,0,0,0,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0,?,0,?,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,?,?,?,0,?,?,0,1,0,0,0,0,0,0,?,?,0,?,0,?,0,?,?,?,?,0,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,0,?,?,?,?,?,?,1,0,?,?,?,0,?,?,0,0,0,?,0,?,?,?,0,?,?,0,?,?,?,0,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,0,?,0,0,?,?,?,?,?,0,?,?,1,0,0,0,?,?,0,0,0,?,?,0,0,?,0,?,0,0,?,0,0,0,?,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,?,?,?,0,?,?,?,?,0,?,0,0,0,0,?,0,0,?,?,0,?,0,?,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,?,?,?,?,?,0,3,0,0,0,?,0,0,0,?,?,0,0,0,?,?,0,?,0,0,0,?,?
Tritylodontids,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,?,0,0,0,?,3,0,0,0,2,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0,?,?,2,0,?,0,0,0,0,0,0,?,?,?,?,?,?,?,?,0,2,1,?,?,?,?,2,4,0,0,0,?,0,0,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,3,3,3,0,0,?,?,0,0,2,3,?,?,?,?,?,?,?,?,?,?,?,?,?,2,?,0,3,0,0,0,0,2,?,?,2,?,?,?,?,0,0,0,0,?,0,?,1,0,?,?,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,?,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0&1,1,0,0,0,0,0,0,?,?,?,?,?,2,0,0,0,0,1,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,0,0,0,?,0,?,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,?,0,?,?,?,0,?,0,1,1,1,1,?,?,1,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,?,?,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,?,0,1,0,0,?,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0&1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0&1,0,2,0,0,1,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0&1,0,0,0,0,0,1,0,0,?,0,1,1,1,?,?,?,0,0,?,?,0,0&1,1,0,0,0,1,0,0,0,0,0,?,?,0,?,0,1,0,0,0
Pachygenelus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,?,2,0,0,0,0,1,0,0,?,?,?,?,?,0,?,?,?,?,?,?,1,?,1,?,0,0,0,1,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,0,0,0,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,3,0,0,3,0,0,0,0,1,0,0,0,0,0,?,?,0,0,0,0,?,1,?,2,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,?,0,0,?,?,0,?,?,1,0,?,?,?,0,?,0,0,0,1,0,0,?,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,?,2,1,0,0,0,1,?,?,?,?,0,0,?,0,0,0,0,0,0,0,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,?,0,?,0,?,0,1,1,1,1,?,?,1,?,0,0,0,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,?,?,?,0,0,0,0,0,0,?,0,0,0,0,0,1,0,0,0,0,?,1,?,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,?,0,0,?,?,?,0,?,0,1,0,?,?
Brasilitherium,0,0,?,0,0,0,0,0,0,?,0,0,?,?,?,0,0,?,?,?,0,1,1,0,0,?,?,?,0,0,1,0,0,0,0,1,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,?,0,?,0,1,0,0,0,0,0,0,2,0,?,?,?,0,?,?,?,?,?,?,0,0,?,?,?,?,0,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,?,?,?,0,0,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,0,0,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,?,0,0,0,0,1,0,0,1,0,0,?,?,?,?,?,?,?,?,?,?,0,0,?,0,0,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,?,0,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,1,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,0,0,?,?,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,?,0,0,?,?,0,0,0,0,0,?,0,?,?,?,0,0,0,0,?,0,0,0,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0,0,?,0,?,0,?,?,0,0,0,0,0,0,0,0,1,0,?,?
Brasilodon,0,?,?,0,0,0,0,0,0,?,0,?,?,?,?,?,0,?,?,?,0,1,1,0,0,0,?,?,0,0,1,0,0,0,0,1,0,1,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,1,0,0,0,0,0,0,2,0,?,?,?,0,?,?,?,?,?,?,0,0,?,?,?,?,0,?,0,0,?,?,?,?,?,?,?,?,?,?,2,?,?,?,?,0,0,0,?,?,?,0,0,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,0,0,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,2,0,0,0,0,0,0,0,0,0,0,?,?,?,?,0,0,?,0,?,?,0,0,?,0,0,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,0,?,0,?,?,0,?,?,?,?,?,?,?,?,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,?,0,0,1,0,1,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,0,0,?,?,0,1,0,1,0,?,0,1,0,0,?,0,0,0,0,1,0,?,0,?,0,0,?,2,0,0,0,0,0,0,0,?,?,?,0,0,0,0,?,0,0,?,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,?,?,0,?,0,?,?,0,0,0,?,?,0,?,0,1,0,?,?
Adelobasileus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,0,0,0,?,?,?,?,?,?,?,?,?,?,0,0,0,0,?,0,0,0,?,?,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,2,2,1,1,0,0,?,?,?,?,?,0,0,0,0,0,0,1,?,1,1,?,?,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,?,1,0,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,0,?,0,?,0,0,0,?,?,?,?,?,?,?,?,?,0,0,?,?,0,2,0,0,?,?,?,?,?,?,?,0,0,0,1,0,0,0,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,?,0,?,?,?,?,0,?,?,?,?,?,?,0,?,?
Sinoconodon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,?,?,0,0,?,?,?,?,?,?,0,0,?,1,1,0,0,0,1,1,0,0,0,0,?,0,0,?,0,?,?,?,?,0,0,?,?,?,?,0,0,0,0,?,?,?,?,?,?,2,0,?,?,0,1,0,0,0,0,0,0,?,1,0,0,0,?,?,?,0,0,0,0,?,?,?,0,?,?,?,?,0,0,?,0,?,0,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,0,0,0,0,0,?,?,?,?,0,0,?,0,?,0,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,0,2,0,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,0,0,?,0,?,?,?,0,?,0,1,?,?,?,?,?,?,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,?,0,0,?,0,?,?,?,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,1,0,0,0,0,?,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,?,?,?,?,?,0,3,0,0,0,?,0,?,0,?,?,0,0,0,?,?,0,?,0,0,0,?,?
Morganucodon,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,?,?,0,0,?,0,0,0,0,0,0,1,?,0,1,0,0,0,1,1,0,2,0,0,?,0,0,?,0,?,?,?,?,0,0,?,0,?,?,1,1,0,0,?,?,?,?,?,?,2,0,?,?,2,1,0,0,0,0,0,1,1,0,0,0,0,?,?,?,0,0,0,0,?,?,?,0,?,?,?,?,0,0,?,4,1,0,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,?,?,1,1,0,0,?,0,?,?,?,?,?,?,0,0,0,0&1,0,0,0&1,0,0,0,0,0,0,0,0,0,0,0,0,2&3,1&2,0,0,0,0,0,0,0,0,1,1,0,1,?,?,?,?,?,?,?,?,?,?,?,0,0,0,1&2,0,0,0,0,0,0,0,0,?,?,1,1,?,1,?,0,0,0,?,?,1,?,?,?,0,0,?,1,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,?,?,?,?,?,2,1,0,0,0,1,0,?,?,?,0,0,0,0,1,0,0,0,0,0,1,0,?,0,0,0,0,?,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,?,0,?,?,?,?,?,?,?,?,0,?,?,0,0,0,0,0,0,1,0,1,0,0,0&1,0&1,?,0,0,0,2,3,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,?,?,?,?,?,1,3,0,0,0,?,0,0,0,?,?,0,0,0,?,?,0,0,0,0,0,?,0
Megazostrodon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,?,?,0,0,?,0,0,0,0,?,0,1,?,0,0,0,0,0,1,1,0,2,0,0,?,0,0,?,0,?,0,?,?,0,0,?,0,?,?,1,2,0,0,?,?,?,?,?,?,2,0,?,?,2,1,0,0,0,0,0,1,0,0,0,0,0,?,?,?,0,0,0,0,?,?,?,0,?,?,?,?,0,0,?,4,?,0,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,0,0,0,0,1,0,0,?,?,1,1,0,0,?,0,?,?,?,?,?,?,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,?,?,?,?,?,?,?,?,?,?,?,2,0,?,2,0,0,?,0,0,0,0,0,?,0,1,1,0,1,0,0,0,?,?,?,?,?,?,?,0,?,?,1,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,?,?,0,?,?,0,2,1,0,0,0,1,0,?,0,0,0,0,0,0,1,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,0,0,?,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,?,?,0,?,?,?,0,?,0,?,1,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,1,0,1,0,0,?,?,?,0,0,0,2,3,1,1,0,1,2,0,1,0,?,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,?,1,0,0,1,1,1,0,?,?,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,?,0,0,2,1,0,?,2,1,?,?,?,0,?,?,0,0,1,?,0,0,0,0,1,0,?,1,?,?,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,?,?,2,?,0,0,1,0,?,0,2,0,0,0,0,1,?,0,0,?,?,?,?,?,?,?,0,0,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,0,?,?,?,?
Haldanodon,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,?,?,0,0,?,0,0,0,0,0,0,0,?,0,1,0,0,0,1,1,0,2,0,1,0,1,0,1,0,?,0,?,?,0,0,?,0,?,?,1,1,0,0,?,?,?,?,?,?,2,0,?,?,2,1,0,3,1,2,0,0,?,0,0,0,0,?,?,?,0,0,0,0,?,?,?,0,?,?,?,?,0,0,?,1,?,2,0,0,?,0,0,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,0,3,3,2,0,1,2,1,?,?,1,1,0,0,?,0,?,?,?,?,?,?,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,?,?,?,?,?,?,?,?,?,?,?,0,0,0,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,0,0,1,0,1,0,0,0,?,0,0,?,0,0,0,0,0,1,2,0,0,0,0,1,0,?,?,?,?,?,2,1,?,0,?,?,?,?,?,?,?,0,0,0,?,0,0,0,0,0,?,0,?,0,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,0,0,0,0,0,1,0,2,0,0,1,1,?,0,0,0,2,3,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,?,0,0,1,1,0,2,1,0,1,1,1,0,?,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,?,?,?,?,2,1,0,0,0,?,?,?,0,0,?,?,0,0,0,0,2,0,1,1,?,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,?,?,?,1,?,?,?,?,?,?,?,0,1,0,?,?,?,0,0,0,0,0,0,0,0,?,?,0,?,0,?,0,?,?
